Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood 
Benzin by Rammstein,4,0,0.527,0.947,0.206,142.008,0.69,0.594,1.0,0.419,0.048,0.125,0.054,0.168,0.107,0.07,0.043,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
One Mic by Nas,0,0,0.783,0.608,0.429,91.672,1.0,0.651,0.273,0.372,0.444,0.211,0.09,0.101,0.149,0.161,0.329,0.296,0.0,0.0,0.0,0.53861,0.0,0.6336,0.0,angry
Primitive by Róisín Murphy,4,0,0.863,0.341,0.232,109.017,0.995,1.0,0.636,0.623,0.614,0.604,0.612,0.612,0.6,0.56,0.547,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Michael by Franz Ferdinand,6,0,0.428,0.871,0.78,158.474,0.489,1.0,0.399,0.434,0.682,0.645,0.599,0.379,0.527,0.68,0.39,0.478,0.0,0.0,0.834936,0.0,0.0,0.8755629999999999,0.0,happy
Get Over You by Undertones,1,0,0.31,0.843,0.144,173.251,0.838,1.0,0.171,0.17,0.173,0.132,0.155,0.167,0.137,0.11,0.12,0.215,0.0,0.0,0.0,0.0,0.0,0.7526649999999999,0.0,angry
Cathar Rhythm by ERA,0,0,0.711,0.523,0.475,113.811,0.996,1.0,0.427,0.369,0.296,0.33,0.394,0.445,0.45,0.37,0.338,0.524,0.0,0.0,0.6512319999999999,0.0,0.0,0.0,0.0,relaxed
The Propaganda by Limp Bizkit,5,0,0.221,0.991,0.164,80.969,0.113,0.343,0.185,0.219,0.1,0.442,0.627,0.132,0.384,0.083,0.452,1.0,0.506337,0.0,0.0,0.0,0.0,0.0,0.742727,angry
Kiss Kiss Kiss by Yoko Ono,0,1,0.756,0.805,0.946,139.44,1.0,0.973,0.762,0.59,0.509,0.636,0.54,0.334,0.414,0.527,0.502,0.804,0.668589,0.668254,0.647977,0.670339,0.0,0.0,0.911392,happy
One More Time by Fractured,0,1,0.589,0.932,0.679,120.012,1.0,0.876,0.232,0.204,0.176,0.171,0.169,0.165,0.158,0.136,0.126,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.8653879999999999,sad
Out of Mind by The Cure,0,1,0.683,0.715,0.299,123.069,0.16,0.156,0.172,0.15,0.255,1.0,0.153,0.148,0.147,0.151,0.162,0.151,0.0,0.0,0.0,0.0,0.9050879999999999,0.0,0.0,angry
Sex Toyz by BrokeNCYDE,9,0,0.741,0.818,0.284,104.067,1.0,0.092,0.144,0.105,0.174,0.076,0.092,0.13,0.055,0.093,0.308,0.365,0.628111,0.0,0.0,0.539759,0.0,0.0,0.623954,happy
Your Love Is Black by Kaskade,10,1,0.376,0.357,0.193,119.969,0.719,1.0,0.535,0.558,0.6,0.57,0.881,0.71,0.489,0.475,0.416,0.199,0.0,0.0,0.0,0.74662,0.0,0.0,0.944845,sad
Back to This by The Helio Sequence,0,1,0.244,0.88,0.596,98.072,0.924,1.0,0.865,0.561,0.393,0.301,0.274,0.186,0.131,0.153,0.209,0.23,0.0,0.0,0.0,0.50863,0.0,0.91171,0.0,relaxed
Bad by Michael Jackson,8,1,0.787,0.889,0.394,114.091,0.621,0.281,0.194,0.146,0.157,0.232,0.174,0.157,0.107,0.28,1.0,0.884,0.0,0.0,0.0,0.6247,0.0,0.0,0.738823,happy
Dulce 3 Nocturno by Pescado Rabioso,0,1,0.381,0.0787,0.178,129.44,0.004,0.005,0.071,0.013,0.007,0.033,0.103,1.0,0.189,0.053,0.008,0.016,0.0,0.0,0.0,0.0,0.0,0.901164,0.0,relaxed
The Beginning by Lifehouse,5,1,0.535,0.776,0.145,108.787,0.061,0.075,0.371,1.0,0.101,0.089,0.253,0.799,0.064,0.063,0.332,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Monkeyland by The Chameleons,3,0,0.472,0.46,0.375,114.458,0.01,0.009,0.006,0.079,1.0,0.383,0.021,0.057,0.22,0.037,0.012,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.5311739999999999,sad
Nervous Breakdown by Black Flag,11,0,0.401,0.907,0.317,90.302,0.311,0.173,0.228,0.162,0.113,0.371,0.374,0.082,0.104,0.151,1.0,0.948,0.0,0.63727,0.0,0.0,0.529208,0.0,0.0,angry
Slice Of Life by Bauhaus,9,1,0.54,0.697,0.365,153.948,0.161,0.608,0.102,0.149,0.531,0.146,0.125,0.098,0.623,0.062,0.9,1.0,0.0,0.0,0.0,0.522578,0.0,0.0,0.0,sad
Sunday Morning Coming Down by Johnny Cash,8,1,0.392,0.472,0.808,78.93,0.826,0.559,0.329,0.205,0.166,0.244,0.225,0.208,0.371,0.597,0.862,1.0,0.0,0.0,0.610008,0.0,0.0,0.0,0.0,sad
Almost by Bowling For Soup,11,1,0.546,0.882,0.64,139.966,0.893,0.901,0.528,0.704,0.692,0.843,1.0,0.836,0.979,0.826,0.649,0.933,0.0,0.0,0.0,0.59712,0.0,0.0,0.9876510000000001,happy
Glow by Alien Ant Farm,0,1,0.607,0.94,0.791,144.081,1.0,0.99,0.568,0.468,0.428,0.502,0.547,0.562,0.577,0.568,0.56,0.764,0.0,0.693801,0.0,0.0,0.0,0.0,0.872927,happy
The Kids by Lou Reed,0,1,0.498,0.341,0.172,126.21,0.683,0.099,0.182,0.042,0.034,0.023,0.033,1.0,0.177,0.128,0.042,0.067,0.0,0.0,0.0,0.0,0.0,0.8921110000000001,0.0,sad
Political by Halou,9,0,0.263,0.193,0.162,172.304,0.1,0.068,0.095,0.083,0.036,0.084,0.038,0.635,1.0,0.158,0.102,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Hold Me Tight by Evan Rachel Wood,7,1,0.587,0.646,0.597,135.991,0.159,0.161,0.055,0.032,0.159,0.163,0.079,0.165,0.138,1.0,0.704,0.195,0.0,0.0,0.547296,0.0,0.842491,0.0,0.639737,happy
I Will Never See the Sun by Great Lake Swimmers,9,1,0.418,0.578,0.64,137.359,0.914,0.845,1.0,0.811,0.784,0.606,0.864,0.711,0.551,0.529,0.885,0.997,0.0,0.0,0.0,0.0,0.0,0.8292799999999999,0.0,relaxed
Superfast Jellyfish by Gorillaz,7,1,0.705,0.751,0.819,80.727,1.0,0.747,0.277,0.273,0.343,0.397,0.645,0.609,0.619,0.62,0.554,0.057,0.0,0.0,0.562168,0.0,0.0,0.0,0.65945,happy
Heresy by Nine Inch Nails,5,1,0.538,0.902,0.154,114.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.632621,0.0,0.0,0.0,0.0,0.0,angry
The Cross of Changes by Enigma,2,1,0.18,0.142,0.118,116.948,0.056,0.376,1.0,0.294,0.113,0.08,0.257,0.03,0.091,0.54,0.082,0.02,0.0,0.0,0.0,0.0,0.9950549999999999,0.0,0.9990959999999999,relaxed
Quarantined by At The Drive In,4,0,0.234,0.886,0.404,143.122,0.726,0.55,0.619,0.92,1.0,0.761,0.71,0.717,0.779,0.689,0.878,0.605,0.0,0.0,0.0,0.695377,0.758947,0.0,0.0,angry
Jellybones by The Unicorns,6,1,0.506,0.292,0.606,129.14,0.61,0.337,0.195,0.237,0.16,0.237,0.284,0.159,0.124,0.16,0.426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Dad by Venetian Snares,0,1,0.593,0.999,0.253,112.011,0.162,0.199,0.214,0.209,0.451,1.0,0.297,0.213,0.192,0.27,0.279,0.187,0.0,0.0,0.692591,0.0,0.0,0.761642,0.0,sad
"Oh, You Are the Roots That Sleep Beneath My Feet and Hold the Earth in Place by Bright Eyes",2,1,0.558,0.535,0.259,59.765,0.497,0.579,0.589,0.81,1.0,0.947,0.723,0.529,0.451,0.444,0.427,0.188,0.0,0.0,0.5398970000000001,0.0,0.0,0.0,0.0,relaxed
Noah by Devendra Banhart,7,1,0.3,0.418,0.225,121.077,1.0,0.838,0.322,0.274,0.267,0.602,0.56,0.369,0.411,0.327,0.238,0.613,0.0,0.0,0.0,0.0,0.962247,0.0,0.0,relaxed
All Play Dead by Nevermore,11,1,0.493,0.898,0.192,128.077,1.0,0.636,0.384,0.463,0.363,0.293,0.312,0.681,0.487,0.233,0.321,0.763,0.0,0.0,0.0,0.708516,0.0,0.927401,0.0,angry
Holocaust by Big Star,0,1,0.34,0.0928,0.16,131.254,0.947,1.0,0.371,0.282,0.228,0.21,0.166,0.124,0.133,0.141,0.138,0.244,0.0,0.0,0.0,0.514712,0.0,0.0,0.751891,sad
Let Me by Rihanna,5,0,0.753,0.771,0.743,108.022,0.923,1.0,0.753,0.667,0.621,0.568,0.52,0.489,0.528,0.441,0.421,0.639,0.0,0.0,0.739294,0.0,0.0,0.0,0.565883,happy
No Easy Way Out by Ozzy Osbourne,6,1,0.361,0.696,0.159,145.847,0.878,1.0,0.477,0.476,0.211,0.215,0.054,0.06,0.052,0.034,0.127,0.004,0.0,0.0,0.0,0.729191,0.0,0.0,0.777925,angry
On A Beach by Richard Ashcroft,7,1,0.424,0.583,0.191,72.275,0.549,0.491,0.339,0.344,0.273,0.287,0.997,1.0,0.641,0.646,0.166,0.041,0.0,0.0,0.706596,0.0,0.0,0.0,0.0,relaxed
"Eat It by ""Weird Al"" Yankovic",7,1,0.767,0.811,0.858,147.423,1.0,0.639,0.843,0.85,0.694,0.682,0.846,0.764,0.854,0.821,0.832,0.97,0.5205350000000001,0.0,0.0,0.0,0.0,0.0,0.957791,happy
Institutionalized by Suicidal Tendencies,0,1,0.358,0.804,0.625,91.842,0.961,0.88,1.0,0.982,0.791,0.917,0.993,0.845,0.792,0.668,0.621,0.59,0.510279,0.0,0.0,0.0,0.620884,0.0,0.936415,angry
Rental Car by Beck,1,1,0.659,0.683,0.518,124.767,0.701,0.217,0.182,0.197,0.111,0.091,0.236,0.437,0.446,0.433,1.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Tonight in Flames by Cradle of Filth,0,0,0.437,0.943,0.452,169.97,0.522,0.852,0.582,0.604,0.811,0.812,0.854,0.859,0.989,1.0,0.713,0.206,0.0,0.590422,0.0,0.0,0.0,0.0,0.0,angry
I'm Not Working by Manic Street Preachers,0,1,0.543,0.579,0.159,119.56,1.0,0.126,0.305,0.034,0.181,0.576,0.208,0.685,0.051,0.03,0.018,0.277,0.0,0.0,0.0,0.703909,0.0,0.0,0.789226,sad
Winding Road by Bonnie Somerville,9,1,0.566,0.471,0.341,80.99,1.0,0.737,0.685,0.419,0.371,0.36,0.389,0.362,0.548,0.956,0.902,0.743,0.0,0.0,0.0,0.0,0.0,0.0,0.643746,relaxed
VINUSHKA by DIR EN GREY,1,0,0.51,0.936,0.365,102.009,0.604,0.831,0.88,0.978,0.704,0.777,0.826,0.793,0.804,0.834,1.0,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
In A Dark Place by Gary Numan,10,0,0.503,0.832,0.233,88.023,0.971,1.0,0.673,0.596,0.563,0.974,0.631,0.675,0.754,0.692,0.656,0.833,0.0,0.0,0.0,0.61303,0.0,0.0,0.9613790000000001,sad
Wild Eyes by Mariee Sioux,1,0,0.381,0.242,0.206,92.43,0.399,0.066,0.015,0.012,0.025,0.068,0.2,0.235,0.134,0.152,0.283,1.0,0.0,0.0,0.612326,0.0,0.0,0.0,0.583376,relaxed
Another Year by K's Choice,9,1,0.319,0.702,0.483,163.682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.54551,0.0,0.0,0.0,0.8082020000000001,sad
Kate Moss by Maximilian Hecker,6,1,0.259,0.25,0.0794,124.936,0.588,0.725,1.0,0.394,0.115,0.201,0.15,0.196,0.156,0.193,0.11,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Your Woman by White Town,5,0,0.815,0.605,0.795,102.643,0.946,1.0,0.388,0.294,0.233,0.162,0.131,0.091,0.065,0.074,0.121,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.726431,happy
(This Is) The Dream of Evan and Chan by Dntel,1,1,0.497,0.795,0.0829,138.076,1.0,0.584,0.561,0.56,0.438,0.434,0.101,0.102,0.127,0.127,0.193,0.127,0.0,0.0,0.0,0.0,0.8235110000000001,0.0,0.706892,relaxed
Shake It Out by Manchester Orchestra,10,0,0.431,0.877,0.262,148.298,0.439,1.0,0.831,0.666,0.566,0.701,0.459,0.451,0.507,0.471,0.823,0.454,0.0,0.609204,0.0,0.0,0.0,0.0,0.601046,angry
Success by Jay-Z,5,0,0.527,0.885,0.842,88.964,0.779,0.543,0.526,0.726,0.674,0.477,0.257,0.408,0.711,0.381,0.715,1.0,0.9034260000000001,0.0,0.0,0.0,0.0,0.0,0.689515,angry
What Light by Wilco,7,1,0.273,0.454,0.376,175.118,0.548,0.574,0.535,0.591,0.511,0.473,0.574,0.621,0.67,0.829,0.962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961778,relaxed
Hourglass by Squeeze,5,1,0.732,0.545,0.971,125.932,0.797,0.805,0.689,0.865,1.0,0.842,0.544,0.678,0.617,0.624,0.591,0.675,0.0,0.514686,0.0,0.0,0.555936,0.684092,0.0,happy
March Of The Pigs by Nine Inch Nails,2,1,0.511,0.867,0.0722,134.472,0.543,0.619,0.633,0.583,0.532,0.723,0.563,0.664,0.646,0.641,0.781,1.0,0.0,0.0,0.0,0.558214,0.0,0.0,0.0,angry
The Deadly Rhythm by Refused,9,1,0.468,0.857,0.354,144.803,0.593,1.0,0.801,0.358,0.565,0.724,0.914,0.86,0.624,0.578,0.435,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Can't Stand You by Slayer,6,0,0.204,0.984,0.241,74.58,0.986,1.0,0.531,0.524,0.531,0.496,0.396,0.278,0.288,0.24,0.195,0.439,0.6041569999999999,0.0,0.553392,0.0,0.0,0.0,0.0,angry
No One Can Touch Us (Featuring Alex Gaskarth) by Sing It Loud,10,1,0.722,0.683,0.712,123.951,0.353,0.525,0.839,0.354,0.387,0.637,1.0,0.848,0.551,0.454,0.284,0.157,0.0,0.0,0.619354,0.0,0.0,0.0,0.0,happy
The Three Shadows Part 2 by Bauhaus,0,1,0.156,0.634,0.221,77.019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.521922,0.0,0.0,0.0,0.0,0.0,0.0,sad
Man Overboard by Blink-182,7,1,0.218,0.921,0.612,196.291,0.075,0.057,0.121,0.031,0.074,0.134,0.356,1.0,0.276,0.044,0.022,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.575158,happy
Here In The Real World by Alan Jackson,7,1,0.726,0.565,0.849,149.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.607636,0.0,0.0,0.9661069999999999,0.0,sad
Freeek! '04 by George Michael,5,0,0.644,0.819,0.904,87.897,1.0,0.97,0.259,0.282,0.209,0.229,0.181,0.24,0.203,0.11,0.1,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.60858,happy
I'm Real by Jennifer Lopez,11,0,0.706,0.624,0.563,83.506,0.7,1.0,0.932,0.54,0.248,0.24,0.405,0.397,0.23,0.205,0.21,0.311,0.0,0.0,0.56193,0.0,0.0,0.0,0.795048,happy
Black Metal by Venom,1,1,0.291,0.758,0.446,80.601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.65563,0.0,0.0,0.758633,0.0,angry
Once Upon the Sea of Blissful Awareness by Shpongle,4,0,0.559,0.467,0.123,89.978,0.099,0.317,0.276,0.253,0.421,0.608,1.0,0.638,0.267,0.262,0.097,0.005,0.0,0.0,0.9046299999999999,0.0,0.0,0.0,0.0,relaxed
little beast by Elbow,11,1,0.69,0.753,0.325,133.748,0.221,1.0,0.297,0.348,0.434,0.436,0.158,0.088,0.138,0.125,0.192,0.079,0.0,0.0,0.0,0.0,0.501943,0.0,0.947419,sad
Back to the Primitive by Soulfly,11,1,0.601,0.89,0.688,112.085,0.957,0.947,0.89,0.721,0.588,0.526,0.486,0.519,0.627,0.775,0.926,1.0,0.8301290000000001,0.0,0.0,0.0,0.0,0.923687,0.0,angry
Silver And Cold by AFI,3,0,0.412,0.839,0.37,130.09,0.443,0.364,0.551,0.518,0.49,0.77,0.823,0.736,0.727,0.428,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Rockin' The Suburbs by Ben Folds,0,1,0.614,0.901,0.636,94.865,0.172,1.0,0.825,0.362,0.236,0.217,0.446,0.449,0.186,0.294,0.451,0.553,0.0,0.0,0.0,0.5457029999999999,0.0,0.0,0.7326600000000001,happy
The Killing Road by Megadeth,1,0,0.467,0.908,0.364,157.843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5006079999999999,0.0,0.0,0.0,0.0,0.78945,0.0,angry
Back To This by The Helio Sequence,0,1,0.244,0.88,0.596,98.072,0.924,1.0,0.865,0.561,0.393,0.301,0.274,0.186,0.131,0.153,0.209,0.23,0.0,0.0,0.0,0.50863,0.0,0.91171,0.0,relaxed
War by The Fall,10,0,0.36,0.899,0.266,157.875,0.922,1.0,0.556,0.499,0.612,0.585,0.617,0.618,0.53,0.479,0.461,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.689515,angry
Twist and Shout by The Beatles,2,1,0.482,0.849,0.937,124.631,0.042,0.027,0.085,0.061,0.023,0.024,0.217,1.0,0.709,0.058,0.025,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.672523,happy
The Lion Sleeps Tonight by The Tokens,5,1,0.321,0.474,0.804,121.199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Octopus's Garden by The Beatles,1,0,0.626,0.512,0.73,92.225,0.029,0.046,0.105,0.076,0.023,0.026,0.221,1.0,0.708,0.067,0.026,0.02,0.0,0.0,0.765596,0.0,0.0,0.0,0.537725,happy
Melt My Heart To Stone by Adele,11,0,0.354,0.387,0.208,80.915,1.0,0.915,0.626,0.577,0.637,0.587,0.61,0.6,0.593,0.61,0.586,0.245,0.0,0.0,0.0,0.57286,0.6421720000000001,0.0,0.0,relaxed
What's Happening Brother by Marvin Gaye,8,1,0.457,0.779,0.737,98.246,0.068,0.078,0.037,0.057,0.353,0.06,0.063,0.087,0.106,1.0,0.261,0.101,0.0,0.0,0.579625,0.0,0.74225,0.0,0.756502,relaxed
Wrong Again by Martina McBride,0,1,0.531,0.554,0.102,141.434,1.0,0.697,0.33,0.174,0.108,0.192,0.121,0.214,0.099,0.112,0.065,0.358,0.0,0.0,0.553629,0.0,0.937796,0.0,0.0,sad
Beauty Through Order by Slayer,8,1,0.238,0.991,0.103,95.556,0.989,0.955,0.515,0.498,0.519,0.605,0.852,0.982,0.886,1.0,0.724,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
The Tigers Have Spoken by Neko Case,7,1,0.421,0.877,0.268,117.446,0.018,0.018,0.198,0.019,0.014,0.016,0.037,1.0,0.068,0.044,0.022,0.087,0.0,0.0,0.0,0.0,0.0,0.7707649999999999,0.0,sad
Shitlist by L7,1,1,0.419,0.916,0.496,128.98,0.597,0.446,0.303,0.328,0.449,0.431,0.219,0.217,0.482,0.492,1.0,0.16,0.8658600000000001,0.0,0.0,0.0,0.0,0.935135,0.0,angry
En Ring Til Aa Herske by Burzum,6,0,0.158,0.541,0.258,138.635,0.105,0.391,0.703,0.206,0.029,0.051,0.096,1.0,0.558,0.069,0.047,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Synthetic generation by Deathstars,11,1,0.491,0.961,0.298,140.218,0.775,0.959,0.975,0.724,0.918,0.895,0.854,0.728,0.725,0.715,1.0,0.923,0.0,0.0,0.0,0.0,0.0,0.88533,0.0,sad
Jenna Bush Army by Nerf Herder,4,0,0.579,0.962,0.571,139.916,0.108,0.3,0.316,0.343,0.173,0.077,1.0,0.067,0.934,0.134,0.112,0.228,0.0,0.0,0.0,0.0,0.765814,0.0,0.0,happy
Vienna Calling by Falco,9,0,0.83,0.738,0.962,131.571,0.414,0.742,0.287,0.315,0.336,0.216,0.191,1.0,0.705,0.432,0.17,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
The Keys to Life vs. 15 Minutes of Fame by Atmosphere,5,1,0.895,0.917,0.911,114.978,0.874,1.0,0.883,0.866,0.75,0.746,0.576,0.569,0.791,0.748,0.857,0.445,0.0,0.0,0.0,0.634382,0.0,0.0,0.761143,angry
Forming by Germs,6,1,0.395,0.94,0.528,133.099,0.655,0.775,0.672,0.673,0.938,0.922,1.0,0.997,0.873,0.867,0.595,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Waking Up In the City by The Ditty Bops,5,1,0.727,0.533,0.223,100.601,0.572,0.701,0.748,0.722,0.715,0.627,0.74,0.782,0.878,0.859,0.888,1.0,0.0,0.0,0.782249,0.0,0.0,0.0,0.0,happy
Gay by Stephen Lynch,2,1,0.429,0.255,0.17,187.572,1.0,0.263,0.313,0.289,0.134,0.137,0.787,0.783,0.851,0.836,0.997,0.902,0.0,0.0,0.0,0.620192,0.596122,0.0,0.55795,happy
Criminals by Katatonia,5,0,0.516,0.699,0.52,84.978,0.765,0.405,0.48,0.605,0.834,0.972,0.852,1.0,0.778,0.59,0.635,0.856,0.0,0.0,0.0,0.678153,0.0,0.0,0.0,sad
Saturdays by Holly Brook,11,0,0.893,0.31,0.69,115.987,0.452,0.057,0.173,0.016,0.019,0.238,0.29,1.0,0.07,0.011,0.01,0.327,0.0,0.0,0.0,0.545128,0.0,0.0,0.0,relaxed
A Perfect Sonnet by Bright Eyes,0,1,0.289,0.674,0.211,126.929,1.0,0.848,0.627,0.542,0.412,0.423,0.34,0.334,0.275,0.274,0.316,0.536,0.0,0.0,0.0,0.6486310000000001,0.600208,0.0,0.0,sad
Sweat  by Inner Circle,0,1,0.787,0.728,0.94,173.026,0.998,1.0,0.435,0.292,0.218,0.164,0.107,0.078,0.089,0.108,0.143,0.607,0.0,0.0,0.0,0.625085,0.0,0.0,0.0,happy
Nothing Else Matters by Lucie Silvas,4,0,0.27,0.28,0.0777,130.842,0.281,0.037,0.034,0.043,0.129,0.086,0.084,0.028,0.025,0.025,0.3,1.0,0.0,0.0,0.679028,0.0,0.638502,0.903803,0.0,sad
Odchodząc by Republika,9,0,0.631,0.621,0.559,178.947,1.0,0.721,0.638,0.644,0.477,0.482,0.123,0.12,0.165,0.161,0.385,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Remember by Ella Fitzgerald,3,1,0.274,0.174,0.162,77.446,0.989,1.0,0.571,0.528,0.512,0.52,0.501,0.476,0.472,0.442,0.427,0.595,0.0,0.0,0.685403,0.0,0.771025,0.0,0.0,relaxed
Search and Destroy by The Stooges,6,1,0.235,0.977,0.241,152.952,0.951,1.0,0.782,0.778,0.72,0.708,0.787,0.786,0.759,0.75,0.666,0.606,0.0,0.0,0.0,0.5706680000000001,0.551743,0.0,0.68097,angry
Aquarius by Boards of Canada,6,1,0.708,0.507,0.74,168.781,0.979,1.0,0.424,0.335,0.301,0.218,0.185,0.182,0.192,0.172,0.225,0.595,0.0,0.0,0.538936,0.0,0.0,0.0,0.0,relaxed
Phantom Lord by Metallica,2,1,0.212,0.973,0.112,159.381,0.507,0.111,0.183,0.117,0.12,0.099,0.075,0.089,0.133,0.758,0.336,1.0,0.0,0.0,0.0,0.544424,0.0,0.0,0.0,angry
I'd Be Better Off (In A Pine Box) by Doug Stone,10,1,0.497,0.38,0.264,134.271,0.749,0.843,0.931,1.0,0.921,0.83,0.736,0.692,0.671,0.595,0.554,0.464,0.0,0.0,0.0,0.635922,0.0,0.0,0.0,sad
Handlebars by Flobots,5,1,0.704,0.571,0.524,141.888,0.021,0.008,1.0,0.024,0.004,0.004,0.002,0.004,0.001,0.035,0.014,0.005,0.0,0.0,0.715807,0.0,0.627525,0.0,0.586281,angry
I Will Be Heard by Hatebreed,1,1,0.585,0.907,0.573,92.634,0.411,0.48,0.165,0.112,0.093,0.287,0.408,1.0,0.627,0.409,0.461,0.099,0.0,0.0,0.0,0.673385,0.0,0.0,0.0,angry
Under The Sea by Samuel E. Wright,10,1,0.511,0.475,0.819,98.957,0.836,1.0,0.749,0.61,0.654,0.659,0.625,0.655,0.598,0.589,0.535,0.682,0.0,0.0,0.656361,0.0,0.0,0.0,0.560712,happy
Jolene by Susanna and the Magical Orchestra,0,1,0.564,0.148,0.199,109.407,0.27,0.432,0.258,0.411,0.264,0.356,0.34,1.0,0.464,0.306,0.192,0.307,0.0,0.0,0.746174,0.0,0.0,0.0,0.692385,relaxed
The Power of Lard by Lard,7,1,0.461,0.845,0.197,99.737,0.682,0.335,0.139,0.866,1.0,0.846,0.702,0.483,0.401,0.523,0.596,0.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Terra Nova by iLiKETRAiNS,9,1,0.245,0.625,0.102,153.241,0.858,1.0,0.56,0.51,0.399,0.142,0.132,0.212,0.235,0.112,0.176,0.428,0.0,0.0,0.0,0.0,0.9205559999999999,0.0,0.944845,sad
Birdhouse In Your Soul by They Might Be Giants,8,1,0.61,0.819,0.454,100.057,0.658,0.684,1.0,0.804,0.622,0.492,0.602,0.474,0.468,0.603,0.833,0.847,0.0,0.0,0.705555,0.0,0.0,0.0,0.0,happy
Wu-Tang Clan Ain't Nuthing Ta F' Wit by Wu-Tang Clan,10,0,0.826,0.566,0.653,99.13,0.59,0.222,0.104,0.065,0.094,0.623,0.147,0.161,0.288,0.169,0.364,1.0,0.81592,0.0,0.0,0.0,0.0,0.0,0.0,angry
Lovesick by Friendly Fires,0,0,0.705,0.744,0.863,130.024,0.94,1.0,0.774,0.729,0.689,0.684,0.642,0.614,0.645,0.584,0.536,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Jesus' Tod by Burzum,0,1,0.285,0.93,0.0341,80.436,0.942,0.954,0.922,0.935,0.872,0.943,1.0,0.983,0.896,0.695,0.624,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Man in the box by Tunng,0,1,0.663,0.418,0.162,144.089,0.936,1.0,0.855,0.727,0.432,0.519,0.24,0.189,0.233,0.349,0.333,0.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Savant by Oceansize,10,1,0.361,0.744,0.0739,110.182,0.009,0.011,0.075,1.0,0.061,0.019,0.016,0.073,0.004,0.031,0.928,0.035,0.0,0.0,0.0,0.772748,0.0,0.6697,0.0,sad
American High by Machine Head,0,1,0.382,0.97,0.0795,106.85,0.244,0.585,0.561,0.562,0.99,1.0,0.71,0.703,0.166,0.171,0.105,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
T.R.I.C. by Otep,6,1,0.495,0.99,0.615,95.382,0.734,1.0,0.931,0.95,0.904,0.924,0.67,0.665,0.436,0.418,0.247,0.132,0.0,0.0,0.542938,0.0,0.504484,0.0,0.0,angry
Her Eyes by Pat Monahan,7,0,0.604,0.75,0.56,95.992,0.431,0.686,0.547,0.719,0.759,0.83,0.879,0.976,0.975,1.0,0.832,0.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Let Me Lie by Hayley Westenra,9,0,0.153,0.259,0.0513,84.23,0.035,0.058,0.081,0.305,0.866,1.0,0.375,0.033,0.018,0.015,0.007,0.008,0.0,0.0,0.0,0.657834,0.0,0.0,0.0,relaxed
