artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,valence,mode,mood_1
ODESZA,Kusanagi,0.33,0.164,75.07,0.031,0.472,0.41,4,0.335,0,0.0418,1,Brooding
Art Tatum,Night And Day,0.311,0.182,142.001,0.052,0.98,0.861,3,0.448,8,0.642,1,Lively
The White Stripes,The Hardest Button To Button,0.527,0.0924,128.458,0.0721,0.00777,0.323,4,0.694,7,0.569,1,Rowdy
The Range,Five Four,0.838,0.0976,159.669,0.0795,0.0165,0.0284,4,0.55,9,0.251,1,Cool
Michael Jackson,Jam,0.96,0.271,116.273,0.0721,0.0487,0.0228,4,0.884,2,0.607,1,Excited
Etta James,Something's Got A Hold On Me - Single Version,0.558,0.839,151.221,0.132,0.771,0,4,0.474,1,0.634,1,Gritty
Roosevelt,Fever,0.776,0.0862,113.963,0.0284,0.0301,0.00565,4,0.589,0,0.637,1,Yearning
Jacques Brel,Ne Me Quitte Pas,0.234,0.194,102.336,0.0524,0.811,9.17E-05,4,0.418,1,0.317,0,Melancholy
Fono,Feet On The Ground,0.733,0.41,114.811,0.0502,0.00393,0.000983,4,0.47,7,0.101,1,Urgent
Maura O'Connell,Down by the Sally Gardens,0.18,0.132,156.305,0.0322,0.759,0,4,0.238,7,0.35,1,
Sergei Rachmaninoff,"Piano Concerto No.3 In D Minor, Op.30: 1. Allegro ma non tanto - Live From Caracas / 2013",0.0536,0.0938,136.802,0.0369,0.985,0.916,4,0.257,10,0.0481,1,Serious
Alexander Scriabin,"Etude in C-Sharp Minor, Op. 42, No. 5",0.38,0.103,130.423,0.0404,0.988,0.882,3,0.352,9,0.0394,1,Tender
Daniela Andrade,La Vie En Rose,0.149,0.14,95.423,0.0395,0.844,0,4,0.475,4,0.346,1,Empowering
Darkened Nocturn Slaughtercult,Saldorian Spell,0.955,0.199,159.358,0.173,3.09E-05,0.901,4,0.147,9,0.0392,1,Aggressive
Hello Saferide,I Forgot About Songs,0.306,0.0958,119.98,0.0575,0.62,0.32,4,0.773,7,0.626,1,Easygoing
Rebecca Ferguson,Glitter & Gold,0.694,0.0471,175.987,0.0258,0.292,0,4,0.589,10,0.815,0,Yearning
Keith Jarrett,Pretty Ballad,0.0602,0.703,106.82,0.0422,0.861,0.901,3,0.404,11,0.146,0,Sentimental
The Von Bondies,C'mon C'mon,0.966,0.281,147.836,0.133,0.0787,0,4,0.491,5,0.459,1,Urgent
Ziggy Marley,True To Myself,0.564,0.0565,99.019,0.0498,0.0796,0,4,0.88,1,0.834,1,Cool
Han Heejun,QNA with Tiffany,0.83,0.0241,99.001,0.0373,0.289,0,4,0.699,1,0.783,1,
Deorro,Goin Up,0.755,0.112,128.062,0.0887,0.0283,0.0165,4,0.757,5,0.421,0,
Jascha Heifetz,"Romeo and Juliet, Op. 64: V. Masks (arr. J. Heifetz)",0.0719,0.0901,164.033,0.0384,0.97,0.0821,4,0.513,10,0.46,1,Serious
Elliott Smith,Angeles,0.0986,0.167,118.228,0.051,0.869,0.244,4,0.528,4,0.634,0,Melancholy
Thomas Rhett,It Goes Like This,0.836,0.0874,167.957,0.0627,0.111,0,4,0.54,11,0.561,1,Yearning
The Strumbellas,We Don't Know,0.667,0.0738,85.991,0.0247,0.0193,0,4,0.513,0,0.254,1,Empowering
CAZZETTE,Blue Sky,0.748,0.191,122.953,0.0456,0.0435,8.49E-06,4,0.743,7,0.377,0,Brooding
Kiiara,Gold,0.412,0.134,113.049,0.344,0.615,0.0025,5,0.6,8,0.409,1,Sensual
Relaxing Instrumental Jazz Ensemble,Chill Music,0.111,0.114,158.954,0.0433,0.987,0.888,4,0.483,9,0.442,1,Melancholy
Electric Light Orchestra,Turn to Stone,0.726,0.288,140.837,0.0434,0.017,0.00119,4,0.506,8,0.384,0,Excited
Lisa Lampanelli,Match.comPlicated,0.518,0.639,106.155,0.936,0.891,0,4,0.602,2,0.291,1,Other
Rod Stewart,Fly Me To The Moon,0.337,0.0984,104.377,0.031,0.872,9.24E-06,4,0.305,5,0.156,1,Sophisticated
Raury,Friends,0.668,0.195,99.993,0.0278,0.000879,0.22,4,0.664,0,0.625,1,Defiant
Gucci Mane,She Be Puttin On (Feat. Slim Dunkin),0.711,0.0409,139.995,0.366,0.0856,0,4,0.753,9,0.765,1,Cool
Hamilton Leithauser + Rostam,In a Black Out,0.291,0.114,87.969,0.0286,0.784,0.149,4,0.511,3,0.403,1,Melancholy
Sascha Braemer,Monogamy - Original Mix,0.71,0.209,120.986,0.0338,0.000141,0.89,4,0.637,2,0.0875,1,Energizing
Linda Ronstadt,Blue Bayou,0.161,0.105,95.21,0.0306,0.739,0.000379,4,0.732,11,0.498,1,Sentimental
Green Day,Wake Me Up When September Ends,0.814,0.0972,104.98,0.0314,0.023,0,4,0.546,7,0.133,1,Empowering
Ben Lee,Rise Up,0.18,0.115,144.953,0.0331,0.817,7.07E-05,3,0.48,5,0.261,1,Sentimental
Frankie Ballard,L.A. Woman,0.879,0.184,129.902,0.0325,0.00214,4.18E-06,4,0.538,2,0.614,1,Upbeat
Weezer,Island In The Sun,0.805,0.168,114.638,0.0279,0.00789,0.00211,4,0.647,4,0.714,0,Yearning
RIKET,Svrta,0.962,0.385,140.04,0.095,6.73E-06,0.0591,4,0.324,1,0.294,1,
Mitch Murder,Palmer's Arcade,0.544,0.11,89.999,0.0447,0.127,0.601,4,0.747,0,0.337,1,
Eduardo di Capua,O sole mio (Capurro) - 1990 Remastered Version,0.193,0.16,89.103,0.0366,0.991,0.0354,3,0.314,7,0.19,1,
Avatar,The Eagle Has Landed,0.942,0.304,170.22,0.0673,0.000745,0.00152,4,0.455,2,0.297,1,Aggressive
Cline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0.36,0.194,99.414,0.0297,0.723,0,1,0.421,4,0.0383,1,Empowering
Nature Sound Series,Mountain Flowing Brook with Birds Singing. Relaxation Meditation and Lucid Dreaming. Meditation of Mother Earth,1,0.967,135.438,0.0698,0.89,0.943,1,0.197,8,1.00E-05,0,Other
Hozier,Like Real People Do,0.183,0.106,70.06,0.0298,0.914,0.404,3,0.569,7,0.129,1,Sentimental
Freya,The Alchemist,0.972,0.245,178.263,0.144,4.97E-05,0.265,3,0.189,5,0.122,0,Aggressive
Fleet Foxes,Battery Kinzie,0.635,0.105,138.96,0.0266,0.207,5.44E-05,4,0.595,7,0.858,1,Empowering
Atlas Genius,Stockholm,0.746,0.162,125.04,0.0462,0.0054,0,4,0.568,7,0.407,1,Yearning
Nate Bargatze,What do you mean you don't remember?,0.9,0.78,106.227,0.946,0.686,0,4,0.582,9,0.343,1,Other
Abi Ocia,Running,0.398,0.112,180,0.0991,0.77,0.0192,3,0.486,6,0.131,0,Empowering
AKDONG MUSICIAN,Be With You,0.827,0.0949,104.017,0.0421,0.173,0,4,0.747,1,0.386,0,Yearning
Firebeatz,Lullaby - Chocolate Puma Balearic House Mix,0.57,0.279,117.997,0.0451,0.00472,0.00101,4,0.61,4,0.357,0,Energizing
The Last Internationale,I'm Going to Live the Life I Sing About in My Song,0.29,0.112,118.675,0.0361,0.596,0.00372,4,0.541,9,0.264,0,Melancholy
Blue yster Cult,(Don't Fear) The Reaper,0.927,0.297,141.47,0.0733,0.0029,0.000211,4,0.333,9,0.392,0,Yearning
Roosevelt,Fever,0.774,0.0861,113.97,0.0286,0.0291,0.0057,4,0.591,0,0.62,1,Yearning
Vybz Kartel,Fever,0.62,0.0805,98.093,0.244,0.139,1.61E-05,4,0.891,7,0.406,1,Cool
ZHU,Automatic,0.679,0.364,121.993,0.0511,0.0129,0.0921,4,0.791,6,0.713,1,Energizing
Trace Adkins,Jesus and Jones,0.844,0.0213,138.091,0.0562,0.0266,2.47E-06,4,0.491,1,0.629,1,Yearning
The Pastels,Nothing To Be Done,0.896,0.287,141.72,0.106,0.00144,0.73,4,0.349,9,0.493,1,Empowering
Sergei Prokofiev,"Symphony No. 5 in B-Flat Major, Op. 100: I. Andante",0.164,0.116,88.161,0.0358,0.893,0.926,4,0.107,10,0.0475,1,Serious
Matoma,Running Out - Samuraii Remix,0.306,0.161,185.828,0.338,0.337,0.0797,4,0.522,10,0.22,1,Sensual
Brick + Mortar,Dark Skies,0.765,0.289,155.163,0.0501,0.286,0,4,0.449,9,0.276,0,Gritty
Miquel Brown,"So Many Men, So Little Time",0.737,0.148,129.22,0.0312,0.0445,0.174,4,0.739,6,0.697,0,Energizing
All Systems Go!,All I Want,0.948,0.455,198.045,0.0659,0.00135,0,4,0.257,11,0.631,0,Defiant
Jennifer Hudson,Spotlight,0.724,0.072,108.984,0.051,0.0448,0,4,0.707,11,0.647,0,Energizing
Mario,Right And A Wrong Way,0.598,0.165,120.26,0.0437,0.0556,0,4,0.611,5,0.405,0,Sensual
Little Dragon,Ritual Union,0.738,0.22,144.035,0.0324,0.0381,0.00527,4,0.7,1,0.794,1,Cool
Lil Yachty,Minnesota,0.647,0.117,130.034,0.0843,0.093,0,4,0.808,2,0.29,1,Sensual
Rihanna,Umbrella,0.829,0.0426,174.028,0.134,0.00864,0,4,0.583,1,0.59,1,Energizing
Marx Philipp Zeyhold,Fuge in D Major,0.11,0.0791,83.148,0.0449,0.936,0.825,4,0.133,10,0.296,1,Tender
Ryos,Where We Are,0.891,0.155,127.956,0.0843,0.00974,0,4,0.512,11,0.285,0,Urgent
Birdy,The A Team - Live,0.242,0.713,135.152,0.0561,0.917,0,4,0.475,2,0.209,1,Empowering
Pryda,Loving You,0.697,0.15,125.997,0.0301,0.0114,0.841,4,0.592,11,0.128,1,
The Chainsmokers,Roses - Zaxx Remix,0.881,0.359,128.121,0.054,0.00445,0.0146,4,0.677,1,0.53,0,
Guns N' Roses,Sweet Child O' Mine,0.911,0.236,125.122,0.0466,0.0801,0.146,4,0.451,6,0.62,1,Empowering
League of Legends,Flash Funk (feat. Marshmello),0.971,0.129,142.025,0.0446,0.0181,0.457,4,0.521,2,0.299,0,Energizing
Mike Oldfield,Tubular Bells - Pt. I,0.22,0.111,103.539,0.0357,0.565,0.56,4,0.374,9,0.0566,0,Melancholy
Rob Baird,Dreams and Gasoline,0.828,0.369,148.034,0.0321,0.00014,0.000375,4,0.549,11,0.393,1,Empowering
Elmore James,Dust My Broom,0.664,0.289,101.928,0.0354,0.247,0.0124,4,0.526,2,0.803,1,Upbeat
James Matheson,Violin Concerto: II. Chaconne -,0.105,0.0749,85.533,0.0425,0.876,0.305,4,0.134,7,0.0336,0,Tender
Justin Bieber,Love Yourself,0.376,0.285,102.541,0.453,0.856,0,4,0.607,4,0.559,1,Energizing
Park Hyo Shin,Beautiful Tomorrow,0.283,0.124,130.626,0.0337,0.735,0,4,0.349,3,0.158,1,
Cary Morin,Prisoner,0.086,0.0953,89.955,0.036,0.758,6.00E-05,4,0.54,2,0.293,1,Gritty
Aulis Sallinen,"Kullervo, Op. 61: Act I Scene 2: Mina tahdon olla tuoksuva ja lammin kuin nuori leipa (Smith's Young Wife)",0.0181,0.106,78.853,0.0455,0.927,8.57E-06,4,0.243,8,0.0343,1,Serious
Aeons of Corruption,Rotten,0.979,0.189,119.976,0.2,0.000104,0.298,4,0.521,0,0.231,1,
Autoerotique,Count On You - Radio Edit,0.618,0.077,124.03,0.0555,0.00547,0.227,4,0.692,0,0.22,1,Sensual
Beta Radio,Here Too Far,0.0971,0.108,107.037,0.0559,0.974,0.951,4,0.516,5,0.446,1,Sentimental
Hallows Eve,Plunging to Megadeath,0.899,0.347,101.294,0.0462,0.000141,0.000122,4,0.249,11,0.141,1,Aggressive
The Duke Spirit,The Step And The Walk,0.846,0.242,123.166,0.0392,0.0241,0,4,0.439,0,0.469,1,Defiant
Tennyson,All Yours,0.478,0.0886,95.014,0.0444,0.106,0.87,4,0.624,1,0.515,1,Sensual
Raydio,Jack and Jill,0.659,0.133,106.247,0.0299,0.395,0.00485,4,0.693,4,0.526,1,
Tony Bennett,The Bare Necessities,0.0647,0.13,135.141,0.0424,0.863,0,4,0.662,7,0.573,1,Sophisticated
Antonio Vivaldi,"Concerto for 2 Cellos in G Minor, RV 531: I. Allegro",0.268,0.0995,115.052,0.0462,0.983,0.756,4,0.546,7,0.69,0,Tender
Lightnin' Hopkins,Shaggy Dog,0.541,0.112,119.56,0.0336,0.826,0.000222,4,0.659,3,0.974,1,Upbeat
Gerald Finzi,Romance,0.102,0.243,106.415,0.0451,0.968,0.833,3,0.161,8,0.0479,1,Peaceful
Konshens,Flick,0.636,0.361,104.976,0.0842,0.0472,0,4,0.822,1,0.14,1,
Dimmu Borgir,Kings Of The Carnival Creation,0.965,0.0655,116.625,0.1,1.50E-05,0.12,4,0.221,6,0.131,0,Aggressive
Zeds Dead,Already Done,0.93,0.253,135.997,0.24,0.0141,0.00253,4,0.546,11,0.406,1,
Art Ensemble Of Chicago,"Variations sur un thme de Monteverdi (I, II, III)",0.259,0.122,86.077,0.0341,0.864,0.784,4,0.19,5,0.039,1,Melancholy
Elyose,Pour un cu,0.961,0.0681,129.947,0.0831,7.92E-05,0.146,4,0.547,10,0.26,0,Defiant
Mozart Camargo Gurnieri,Sonata No. 1 for Cello and Piano: I. Tristonho,0.137,0.115,68.736,0.0433,0.983,0.897,3,0.161,9,0.039,0,Serious
The Game,Bompton,0.868,0.402,171.218,0.435,0.0319,0,4,0.759,10,0.911,1,
Cages,Miracles (feat. Kelli Leigh),0.839,0.196,117.22,0.183,0.119,0,1,0.524,0,0.487,0,
Gryffin,Whole Heart,0.677,0.171,163.951,0.0869,0.0427,1.32E-05,4,0.5,9,0.208,1,Empowering
Jus Jack,Love Is The Answer - Tisto Remix,0.754,0.0538,126.521,0.147,0.00146,0.148,4,0.576,6,0.372,1,
Brand New,I Am a Nightmare,0.957,0.35,80.007,0.0631,1.22E-05,0.146,4,0.226,5,0.513,1,Defiant
Konshens,No Oh,0.757,0.344,100.025,0.22,0.0679,4.55E-06,4,0.823,4,0.426,0,Sensual
Foxygen,San Francisco,0.65,0.146,116.74,0.0274,0.245,0.000913,4,0.623,10,0.884,1,Upbeat
Miley Cyrus,Wrecking Ball,0.422,0.107,119.964,0.0342,0.407,0,4,0.53,5,0.334,1,Empowering
Matthew Koma,So F**kin' Romantic,0.851,0.309,128.023,0.0506,0.00409,0.047,4,0.659,8,0.763,0,Energizing
Bob Dylan,Shelter from the Storm,0.241,0.0928,106.574,0.0366,0.413,3.51E-05,4,0.486,4,0.629,1,Gritty
Atlantic Starr,Am I Dreaming,0.241,0.0849,123.956,0.0377,0.552,4.82E-05,4,0.65,6,0.189,1,Sensual
Stevie Wonder,Knocks Me Off My Feet,0.485,0.127,90.578,0.0274,0.267,1.86E-06,4,0.603,5,0.408,1,Sensual
Mat Zo,Synapse Dynamics - Arty Remix,0.732,0.542,131.973,0.0609,0.000302,0.792,4,0.539,0,0.28,1,Excited
Roberta Flack,Killing Me Softly With His Song,0.381,0.0627,121.568,0.0342,0.727,0,4,0.477,5,0.318,0,Sophisticated
Trivium,Until The World Goes Cold,0.887,0.151,166.008,0.0732,0.000244,0.00258,4,0.517,10,0.527,0,Urgent
Josh Ritter,Getting Ready to Get Down,0.757,0.0812,107.001,0.0322,0.137,0,4,0.836,5,0.903,1,Rowdy
Casey J,I'm Yours,0.698,0.65,79.285,0.0857,0.0686,2.93E-06,4,0.385,1,0.371,1,Stirring
Michael Jackson,Rock With You - Single Version,0.711,0.0988,114.331,0.0344,0.0774,0.000153,4,0.8,1,0.843,1,Sensual
Dave Winnel,Don't Stop,0.97,0.0901,125.989,0.084,0.0223,0.0301,4,0.685,7,0.705,1,
Norther,Deep Inside,0.984,0.32,180.106,0.0647,1.98E-06,0.572,4,0.347,2,0.456,1,Aggressive
HYDDE,Anything You Want,0.834,0.145,166.107,0.0555,0.0479,0.00347,4,0.525,7,0.732,0,Cool
Sunpocrisy,Eternitarian,0.829,0.101,148.012,0.0455,0.000175,0.914,3,0.326,10,0.064,0,
Bix Beiderbecke,Singin' The Blues,0.304,0.0775,133.229,0.0728,0.991,0.777,4,0.71,0,0.804,0,Easygoing
The Dave Brubeck Quartet,Take Five,0.189,0.0524,173.591,0.0396,0.5,0.000742,5,0.447,10,0.643,0,Sentimental
Frdric Chopin,"Nocturne No.1 In B Flat Minor, Op.9 No.1",0.0149,0.102,75.296,0.0419,0.992,0.897,4,0.261,1,0.0381,1,Tender
Chris Brown,Came To Do,0.637,0.0721,97.955,0.0439,0.0206,0,4,0.745,8,0.516,1,Sensual
Wilhelm Peterson-Berger,Romance in D Minor (version for violin and orchestra),0.13,0.264,97.151,0.0442,0.898,0.378,4,0.168,9,0.0672,0,Serious
Robert Schumann,"String Quartet No. 3 in A Major, Op. 41, No. 3: III. Adagio molto",0.0773,0.124,91.533,0.0406,0.97,0.377,4,0.155,7,0.04,1,
Oceans,Cold Ain't For Me,0.84,0.391,105.027,0.031,0.00212,0,4,0.643,7,0.362,1,Brooding
James & Lucky Peterson,Don't Give The Devil No Ground,0.945,0.167,107.106,0.048,0.0959,0.000886,4,0.662,8,0.868,1,Urgent
Above & Beyond,Satellite / Stealing Time,0.381,0.111,132.917,0.0295,0.696,2.52E-05,4,0.39,9,0.119,0,Romantic
Miles Davis,Right Off,0.68,0.218,123.457,0.0569,0.0361,0.0522,4,0.405,5,0.357,1,Brooding
Blind Pilot,Umpqua Rushing - Single Version,0.708,0.137,159.891,0.0444,0.197,8.10E-06,4,0.376,0,0.539,1,Empowering
Ingram Marshall,"Fragility Cycles (""Gambuh"")",0.0453,0.111,67.837,0.0523,0.989,0.928,4,0.1,9,0.0263,1,Somber
Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": III. Adagio molto e cantabile - Andante moderato",0.0212,0.117,82.506,0.0369,0.973,0.901,4,0.0823,10,0.0576,1,Peaceful
Leah,Alpha Et Omega,0.82,0.101,140.034,0.0427,0.123,0.177,4,0.458,7,0.321,0,Brooding
Arcangelo Corelli,"Concerto grosso No. 7 in D Major, Op. 6: I. Vivace - Allegro - Adagio",0.234,0.34,144.555,0.042,0.884,0.0822,3,0.315,1,0.197,1,Romantic
The King Khan & BBQ Show,Ill Be Loving You,0.876,0.36,154.588,0.0499,0.411,0,4,0.443,10,0.707,1,Defiant
Ludwig van Beethoven,"Egmont, Op. 84: Ouverture in F Minor",0.0692,0.0906,182.603,0.0485,0.887,0.7,3,0.227,5,0.0647,0,
The Byrds,Eight Miles High,0.764,0.489,130.549,0.0721,0.205,0.0627,4,0.373,9,0.348,1,Upbeat
Hamilton,Locked Away - Acoustic Version,0.375,0.124,82.008,0.062,0.687,0,4,0.772,11,0.619,1,Brooding
Marilyn Manson,This Is The New Shit,0.873,0.113,178.142,0.111,0.000793,0.00225,4,0.576,2,0.605,1,Aggressive
The Depreciation Guild,Dream About Me,0.914,0.148,187.512,0.0367,1.24E-06,0.907,4,0.339,2,0.785,1,Brooding
Sam Beam,Valley Clouds,0.592,0.157,120.938,0.0507,0.367,0,4,0.535,6,0.678,1,Empowering
London Symphony Orchestra,"Symphonie fantastique, Op. 14: IV. Marche au supplice",0.0765,0.107,77.039,0.035,0.87,0.909,4,0.361,10,0.273,1,Serious
Ciszak,I Want - Original Mix,0.527,0.0526,124.023,0.0497,0.000984,0.816,4,0.805,2,0.712,1,Excited
Jaykae,Pull Up - Mike Skinner Remix,0.661,0.127,139.908,0.377,0.0435,0,4,0.729,11,0.45,1,Other
Aretha Franklin,Respect,0.537,0.0871,115.086,0.0414,0.15,0.000218,4,0.819,0,0.964,1,Upbeat
Teddy Thompson,I Thought That We Said Goodbye,0.23,0.146,165.882,0.0286,0.822,1.18E-06,4,0.436,4,0.37,1,Empowering
Evanescence,Bring Me To Life,0.941,0.249,189.961,0.0975,0.00691,1.35E-06,4,0.328,4,0.275,0,Defiant
Anthony B,World A Reggae Music,0.587,0.164,83.154,0.354,0.0392,0,4,0.831,6,0.784,0,Cool
VIMIC,My Fate,0.987,0.294,109.97,0.0682,6.85E-06,0.304,4,0.504,6,0.453,0,Defiant
Gregory Isaacs,Cool Down The Pace,0.266,0.0709,76.37,0.264,0.0887,0.0217,4,0.87,10,0.926,1,Cool
Knuckle Puck,Disdain,0.97,0.159,95.034,0.0988,0.0114,2.65E-05,4,0.433,6,0.345,1,Energizing
Seekae,Turbine Blue,0.402,0.148,121.972,0.06,0.486,0.000351,4,0.721,3,0.441,1,Sensual
Chella,Quiet Nights Of Quiet Stars,0.507,0.114,140.013,0.0404,0.45,0.205,4,0.673,2,0.0948,1,Sophisticated
Shallou,Slow,0.621,0.102,126.967,0.0536,0.0367,0.000164,4,0.612,10,0.153,0,Sophisticated
Roo Panes,Tiger Striped Sky,0.317,0.11,139.899,0.0318,0.944,0.0124,4,0.473,2,0.125,1,Yearning
Sacred Reich,Surf Nicaragua,0.972,0.542,101.195,0.166,0.00083,0.538,4,0.221,1,0.284,1,Aggressive
Staind,A Flat,0.82,0.153,75.801,0.0444,0.00012,0.00399,4,0.511,0,0.376,1,Aggressive
The Jacksons,Shake Your Body (Down to the Ground),0.716,0.342,117.642,0.0621,0.0351,0.000156,4,0.828,0,0.846,1,Energizing
The Black Angels,Phosphene Dream,0.609,0.355,103.559,0.0298,0.000165,0.605,4,0.549,11,0.175,0,Defiant
LRKR,Pops,0.432,0.0775,95.958,0.0434,0.00109,0.0359,4,0.732,2,0.215,1,Sensual
R.LUM.R,Frustrated,0.57,0.0822,122.076,0.0599,0.325,0,4,0.4,2,0.229,1,Sensual
A Flock Of Seagulls,Space Age Love Song,0.534,0.192,140.006,0.029,0.00211,0.00082,4,0.493,2,0.637,1,Excited
Harris Cole,Chapsitkc,0.207,0.0417,128.375,0.239,0.765,0.0515,1,0.437,1,0.141,1,
Nina Postolovskaya,Clare de Lune (piano),0.0173,0.0774,73.058,0.0576,0.99,0.92,3,0.322,1,0.037,1,Tender
Various Artists,Streaming,0.871,0.233,117.666,0.747,0.749,0,5,0.627,3,0.68,1,Energizing
AC/DC,Hard Times,0.758,0.448,93.095,0.036,5.64E-05,0.0304,4,0.57,9,0.477,1,Rowdy
Joe Walsh,"In The City - From ""The Warriors"" Soundtrack",0.677,0.423,80.846,0.0331,0.174,0.00621,4,0.468,9,0.724,1,Empowering
Pras,Ghetto Supastar (That is What You Are),0.653,0.22,99.931,0.204,0.0335,5.46E-06,4,0.818,1,0.534,1,Cool
Michael Franti & Spearhead,Crazy For You,0.928,0.123,90.001,0.0517,0.0986,7.71E-05,4,0.616,8,0.614,1,Yearning
Carl Orff,Carmina Burana: O Fortuna,0.158,0.232,148.645,0.0325,0.525,0.344,3,0.287,10,0.388,1,
Camille Saint-Sans,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",0.0632,0.101,133.959,0.0439,0.983,0.452,5,0.236,10,0.0559,0,Serious
Fallujah,Dreamless,0.934,0.204,130.034,0.0781,0.0434,0.695,4,0.484,9,0.0598,1,Brooding
The Tallest Man On Earth,The Gardener,0.533,0.131,95.477,0.0264,0.928,0,4,0.496,3,0.415,0,Easygoing
Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",0.365,0.161,96.095,0.0415,0.751,1.65E-06,4,0.739,5,0.698,0,
Pavel Haas,"String Quartet No. 2 ""From the Monkey Mountains"", Op. 7: IV. Wild Night (Vivace e con fuoco)",0.208,0.0593,91.402,0.0516,0.803,0.378,4,0.306,0,0.0613,1,Serious
Frank Zappa,Peaches En Regalia,0.681,0.0859,101.848,0.0288,0.264,0.816,4,0.389,11,0.769,0,Brooding
Ears Of Light,Wish I Could Fly - Airmode Mix,0.26,0.114,154.022,0.0272,0.53,0.849,4,0.547,7,0.248,1,Rowdy
Spaces Between,There is Nowhere,0.55,0.151,99.466,0.0355,0.436,0.871,4,0.438,9,0.215,0,Melancholy
Urban Zakapa,I Don't Love You,0.347,0.102,146.661,0.0318,0.806,4.37E-06,4,0.35,4,0.241,1,Empowering
Jnus Meyvant,Neon Experience - Live from Vatnagarar,0.596,0.148,120.323,0.0557,0.487,0.574,4,0.58,2,0.322,0,Gritty
Kenny Dope,The Bomb! (These Sounds Fall Into My Mind),0.768,0.0633,125.91,0.0365,0.000374,0.572,4,0.742,9,0.824,0,Energizing
Slow Club,Tears of Joy,0.52,0.362,142.736,0.063,0.267,0,4,0.644,8,0.374,1,Sensual
Hurt,Rapture,0.702,0.217,148.096,0.0608,0.00641,7.75E-06,4,0.444,6,0.264,1,Urgent
Emile Haynie,Come Find Me,0.357,0.0952,136.047,0.0307,0.864,0.891,5,0.19,6,0.0433,0,Brooding
Kelly Clarkson,Since U Been Gone,0.741,0.116,131.001,0.0328,0.00175,0.0379,4,0.664,9,0.374,0,Urgent
Dusky,Sort It Out Sharon - Instrumental Club Mix,0.919,0.326,126.981,0.081,0.00376,0.906,4,0.759,11,0.513,0,Aggressive
Day Orchestra,I've Changed Now,0.361,0.34,127.654,0.0337,0.439,0.172,4,0.287,0,0.0383,1,
Passion Pit,Take a Walk,0.755,0.315,101.006,0.0368,0.0338,0,4,0.566,11,0.427,1,Yearning
Jon Batiste,Ask Me Now,0.226,0.0944,117.226,0.0462,0.749,0.00148,4,0.561,1,0.177,1,Upbeat
Maverick,Shower - Acoustic Version,0.496,0.206,85.996,0.0267,0.0027,0,4,0.633,0,0.341,1,Empowering
Lewis Black,America Loses It's Mind,0.984,0.701,81.02,0.902,0.868,1.65E-06,4,0.481,10,0.0414,1,Other
Various Artists,Girls Rock Mission II,0.453,0.114,0,,0.466,0,,,5,,1,Lively
Gabriel Gassi,Street Phone,0.541,0.109,99.988,0.0422,0.0207,0.0194,4,0.751,10,0.591,0,
Wolfgang Amadeus Mozart,"Divertimento in B-Flat Major, K. 137, ""Salzburg Symphony No. 2"": III. Allegro assai",0.0895,0.0813,113.705,0.0397,0.971,0.877,3,0.639,10,0.661,1,Tender
Wiley,Bring Them All / Holy Grime (feat. Devlin),0.926,0.22,68.787,0.314,0.178,0,4,0.555,10,0.36,0,
Ella Fence,Hunter,0.466,0.0751,130.95,0.0296,0.172,1.62E-05,4,0.625,9,0.23,0,
Max Styler,D2B - Steve Aoki Remix,0.994,0.842,128.04,0.103,0.00803,0.648,4,0.632,11,0.312,1,Excited
Franz Schubert,"Piano Sonata No. 19 in C Minor, D. 958: III. Menuetto. Allegro. Trio",0.0233,0.137,97.622,0.0582,0.993,0.934,3,0.374,8,0.118,1,Tender
DJ Esco,March Madness,0.66,0.102,180.123,0.304,0.168,0,3,0.406,8,0.364,1,Sensual
Gregory Spears,Requiem: Cigne ie Suis de Candeur (after Claude Le Jeune),0.0686,0.085,133.982,0.056,0.99,0.631,3,0.242,9,0.0388,1,Peaceful
Aoife O'Donovan,The King Of All Birds,0.621,0.115,81.433,0.0339,0.333,0.00473,4,0.468,9,0.27,1,Gritty
araabMUZIK,Chasing Pirates (feat. Raiche),0.537,0.0863,122.051,0.0476,0.0326,0.0428,4,0.933,4,0.562,0,Sensual
Henry Purcell,O Solitude! Z.406a,0.0133,0.0994,72.612,0.0554,0.967,2.53E-06,4,0.248,11,0.117,0,Tender
Rossington Collins Band,Don't Misunderstand Me,0.544,0.105,124.894,0.0332,0.247,0.0572,4,0.611,0,0.781,1,Rowdy
Seraphim,Belial,0.985,0.0591,74.98,0.103,0.000332,0.413,4,0.371,2,0.0456,1,Brooding
Chris Stapleton,Parachute,0.749,0.154,113.033,0.0297,0.014,3.52E-05,4,0.639,6,0.631,1,Empowering
Wolfgang Amadeus Mozart,"Sonate pour violon en Sol Majeur, K. 379: II. Andantino cantabile",0.08,0.148,116.284,0.0386,0.972,0.145,4,0.47,7,0.625,1,Stirring
Waters,Got To My Head,0.74,0.0602,114.903,0.045,0.0118,8.99E-05,4,0.515,3,0.518,1,Defiant
